Time,Load (%),Temperature (C),Memory (MB),Stress_Level,Suggestion
1774681990.2419991,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.2852867,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.3270354,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.3721244,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.4136941,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.4560032,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.4973927,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.539059,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.5810263,13.0,63.0,273.0,Low Stress,Increase workload
1774681990.6228666,13.0,63.0,273.0,Low Stress,Increase workload
1774681990.6713176,13.0,63.0,273.0,Low Stress,Increase workload
1774681990.7339432,13.0,63.0,273.0,Low Stress,Increase workload
1774681990.7968483,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.8536534,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.906379,10.0,63.0,273.0,Low Stress,Increase workload
1774681990.9596336,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.016316,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.0822272,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.1493537,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.200585,8.0,63.0,273.0,Low Stress,Increase workload
1774681991.2586553,8.0,63.0,273.0,Low Stress,Increase workload
1774681991.3106003,8.0,63.0,273.0,Low Stress,Increase workload
1774681991.3631814,8.0,63.0,273.0,Low Stress,Increase workload
1774681991.4134336,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.4704823,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.5242198,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.576132,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.6249573,8.0,63.0,273.0,Low Stress,Increase workload
1774681991.6777143,8.0,63.0,273.0,Low Stress,Increase workload
1774681991.7289684,8.0,63.0,273.0,Low Stress,Increase workload
1774681991.7793758,8.0,63.0,273.0,Low Stress,Increase workload
1774681991.830239,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.8832114,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.9359057,10.0,63.0,273.0,Low Stress,Increase workload
1774681991.9861236,10.0,63.0,273.0,Low Stress,Increase workload
1774681992.0364685,10.0,63.0,273.0,Low Stress,Increase workload
1774681992.0961592,10.0,63.0,273.0,Low Stress,Increase workload
1774681992.1732345,10.0,63.0,273.0,Low Stress,Increase workload
1774681992.2327325,9.0,63.0,273.0,Low Stress,Increase workload
1774681992.2873788,9.0,63.0,273.0,Low Stress,Increase workload
1774681992.3455198,9.0,63.0,273.0,Low Stress,Increase workload
1774681992.4082112,8.0,63.0,273.0,Low Stress,Increase workload
1774681992.4724464,8.0,63.0,273.0,Low Stress,Increase workload
1774681992.5267816,8.0,63.0,273.0,Low Stress,Increase workload
1774681992.590223,8.0,63.0,273.0,Low Stress,Increase workload
1774681992.6488116,8.0,63.0,273.0,Low Stress,Increase workload
1774681992.7092707,8.0,63.0,273.0,Low Stress,Increase workload
1774681992.7600057,8.0,63.0,273.0,Low Stress,Increase workload
1774681992.8013542,10.0,63.0,273.0,Low Stress,Increase workload
1774681992.8427324,10.0,63.0,273.0,Low Stress,Increase workload
1774681992.8851628,10.0,63.0,273.0,Low Stress,Increase workload
1774681992.928176,10.0,63.0,273.0,Low Stress,Increase workload
1774681992.9711652,10.0,63.0,273.0,Low Stress,Increase workload
1774681993.013286,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.0551639,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.1029768,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.1439009,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.1905942,10.0,63.0,273.0,Low Stress,Increase workload
1774681993.2339115,10.0,63.0,273.0,Low Stress,Increase workload
1774681993.2778852,10.0,63.0,273.0,Low Stress,Increase workload
1774681993.3182244,10.0,63.0,273.0,Low Stress,Increase workload
1774681993.3596334,10.0,63.0,273.0,Low Stress,Increase workload
1774681993.401074,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.4458961,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.488703,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.5295336,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.5709414,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.6107547,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.6518247,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.6917531,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.7327626,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.7723062,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.8124661,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.8541489,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.8964994,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.9388523,13.0,63.0,273.0,Low Stress,Increase workload
1774681993.9798906,13.0,63.0,273.0,Low Stress,Increase workload
1774681994.0204804,12.0,63.0,273.0,Low Stress,Increase workload
1774681994.0629926,12.0,63.0,273.0,Low Stress,Increase workload
1774681994.108466,12.0,63.0,273.0,Low Stress,Increase workload
1774681994.150686,12.0,63.0,273.0,Low Stress,Increase workload
1774681994.1924965,11.0,63.0,273.0,Low Stress,Increase workload
1774681994.2490656,11.0,63.0,273.0,Low Stress,Increase workload
1774681994.293682,11.0,63.0,273.0,Low Stress,Increase workload
1774681994.3339128,11.0,63.0,273.0,Low Stress,Increase workload
1774681994.3747308,11.0,63.0,273.0,Low Stress,Increase workload
1774681994.4142802,13.0,63.0,273.0,Low Stress,Increase workload
1774681994.4550607,13.0,63.0,273.0,Low Stress,Increase workload
1774681994.4960837,13.0,63.0,273.0,Low Stress,Increase workload
1774681994.5392475,13.0,63.0,273.0,Low Stress,Increase workload
1774681994.5809445,13.0,63.0,273.0,Low Stress,Increase workload
1774681994.6232724,12.0,63.0,273.0,Low Stress,Increase workload
1774681994.663696,12.0,63.0,273.0,Low Stress,Increase workload
1774681994.7049155,12.0,63.0,273.0,Low Stress,Increase workload
1774681994.7455695,12.0,63.0,273.0,Low Stress,Increase workload
1774681994.7858992,12.0,63.0,273.0,Low Stress,Increase workload
1774681994.8280215,11.0,63.0,273.0,Low Stress,Increase workload
1774681994.869395,11.0,63.0,273.0,Low Stress,Increase workload
1774681994.911413,11.0,63.0,273.0,Low Stress,Increase workload
1774681994.953611,11.0,63.0,273.0,Low Stress,Increase workload
1774681994.9955046,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.0366316,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.0774548,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.1192033,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.1602094,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.2008607,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.2486699,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.2916594,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.3364196,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.377764,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.4194694,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.4626818,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.5044785,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.5464642,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.5877244,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.6285343,10.0,63.0,273.0,Low Stress,Increase workload
1774681995.6698856,10.0,63.0,273.0,Low Stress,Increase workload
1774681995.7108078,10.0,63.0,273.0,Low Stress,Increase workload
1774681995.752348,10.0,63.0,273.0,Low Stress,Increase workload
1774681995.7933934,10.0,63.0,273.0,Low Stress,Increase workload
1774681995.8343177,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.8746114,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.9148514,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.9549255,13.0,63.0,273.0,Low Stress,Increase workload
1774681995.9979916,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.0411408,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.0882638,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.1340623,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.1775606,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.219488,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.2633262,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.3116083,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.3543675,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.395883,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.4367943,10.0,63.0,273.0,Low Stress,Increase workload
1774681996.4774535,10.0,63.0,273.0,Low Stress,Increase workload
1774681996.5171607,10.0,63.0,273.0,Low Stress,Increase workload
1774681996.5585756,10.0,63.0,273.0,Low Stress,Increase workload
1774681996.6014924,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.6438348,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.6852844,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.727082,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.7679644,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.810507,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.851892,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.891836,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.9328768,13.0,63.0,273.0,Low Stress,Increase workload
1774681996.9735167,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.0155199,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.0632257,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.1056588,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.1473656,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.1882207,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.2290142,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.2717223,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.3267965,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.3697257,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.4119735,10.0,63.0,273.0,Low Stress,Increase workload
1774681997.456411,10.0,63.0,273.0,Low Stress,Increase workload
1774681997.4974885,10.0,63.0,273.0,Low Stress,Increase workload
1774681997.5399191,10.0,63.0,273.0,Low Stress,Increase workload
1774681997.5818105,10.0,63.0,273.0,Low Stress,Increase workload
1774681997.6216865,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.6623034,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.7024975,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.7437415,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.7836056,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.8240588,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.8655138,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.9076154,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.9487638,13.0,63.0,273.0,Low Stress,Increase workload
1774681997.9896717,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.0311892,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.0735059,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.1146777,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.1566753,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.198379,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.2404687,10.0,63.0,273.0,Low Stress,Increase workload
1774681998.2837217,10.0,63.0,273.0,Low Stress,Increase workload
1774681998.335197,10.0,63.0,273.0,Low Stress,Increase workload
1774681998.3774679,10.0,63.0,273.0,Low Stress,Increase workload
1774681998.4195936,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.4621577,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.504626,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.5465715,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.5902896,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.6316953,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.6737413,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.7156882,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.7571952,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.8003855,13.0,63.0,273.0,Low Stress,Increase workload
1774681998.8435063,10.0,63.0,273.0,Low Stress,Increase workload
1774681998.8837392,10.0,63.0,273.0,Low Stress,Increase workload
1774681998.9253814,10.0,63.0,273.0,Low Stress,Increase workload
1774681998.9683726,10.0,63.0,273.0,Low Stress,Increase workload
1774681999.010092,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.0511975,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.0975747,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.13938,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.1846187,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.2259874,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.2688453,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.3100924,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.3558915,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.4010303,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.4433582,11.0,63.0,273.0,Low Stress,Increase workload
1774681999.4848247,11.0,63.0,273.0,Low Stress,Increase workload
1774681999.539564,11.0,63.0,273.0,Low Stress,Increase workload
1774681999.5856862,11.0,63.0,273.0,Low Stress,Increase workload
1774681999.6283722,12.0,63.0,273.0,Low Stress,Increase workload
1774681999.6711547,12.0,63.0,273.0,Low Stress,Increase workload
1774681999.7132206,12.0,63.0,273.0,Low Stress,Increase workload
1774681999.7558846,12.0,63.0,273.0,Low Stress,Increase workload
1774681999.7988012,12.0,63.0,273.0,Low Stress,Increase workload
1774681999.8421087,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.8844385,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.9267032,13.0,63.0,273.0,Low Stress,Increase workload
1774681999.9681602,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.0091507,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.0514476,10.0,63.0,273.0,Low Stress,Increase workload
1774682000.1002688,10.0,63.0,273.0,Low Stress,Increase workload
1774682000.1555846,10.0,63.0,273.0,Low Stress,Increase workload
1774682000.1991007,10.0,63.0,273.0,Low Stress,Increase workload
1774682000.2439647,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.2873914,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.3284173,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.3698015,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.4225054,10.0,63.0,273.0,Low Stress,Increase workload
1774682000.466418,10.0,63.0,273.0,Low Stress,Increase workload
1774682000.5092669,10.0,63.0,273.0,Low Stress,Increase workload
1774682000.550766,10.0,63.0,273.0,Low Stress,Increase workload
1774682000.5917675,10.0,63.0,273.0,Low Stress,Increase workload
1774682000.6321838,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.6736987,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.714475,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.75508,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.7960021,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.838377,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.880406,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.9221563,13.0,63.0,273.0,Low Stress,Increase workload
1774682000.9634697,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.0046096,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.0446281,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.0849152,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.1263473,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.1672878,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.2079022,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.2495039,12.0,63.0,273.0,Low Stress,Increase workload
1774682001.2923682,12.0,63.0,273.0,Low Stress,Increase workload
1774682001.3390212,12.0,63.0,273.0,Low Stress,Increase workload
1774682001.3801243,12.0,63.0,273.0,Low Stress,Increase workload
1774682001.4284525,12.0,63.0,273.0,Low Stress,Increase workload
1774682001.4721854,12.0,63.0,273.0,Low Stress,Increase workload
1774682001.514193,12.0,63.0,273.0,Low Stress,Increase workload
1774682001.5554903,12.0,63.0,273.0,Low Stress,Increase workload
1774682001.598473,12.0,63.0,273.0,Low Stress,Increase workload
1774682001.6395807,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.680163,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.7212408,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.761826,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.8020873,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.8428411,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.8840685,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.9256516,13.0,63.0,273.0,Low Stress,Increase workload
1774682001.966644,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.0082586,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.0499463,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.0958123,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.135913,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.1783266,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.2212741,10.0,63.0,273.0,Low Stress,Increase workload
1774682002.2633855,10.0,63.0,273.0,Low Stress,Increase workload
1774682002.3065374,10.0,63.0,273.0,Low Stress,Increase workload
1774682002.3472772,10.0,63.0,273.0,Low Stress,Increase workload
1774682002.390673,10.0,63.0,273.0,Low Stress,Increase workload
1774682002.4354694,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.4838483,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.5254312,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.5712552,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.6137307,13.0,63.0,273.0,Low Stress,Increase workload
1774682002.6554706,12.0,63.0,273.0,Low Stress,Increase workload
1774682002.6960316,12.0,63.0,273.0,Low Stress,Increase workload
1774682002.7405636,12.0,63.0,273.0,Low Stress,Increase workload
1774682002.8074827,12.0,63.0,273.0,Low Stress,Increase workload
1774682002.8676765,11.0,63.0,273.0,Low Stress,Increase workload
1774682002.9210007,11.0,63.0,273.0,Low Stress,Increase workload
1774682002.9724457,11.0,63.0,273.0,Low Stress,Increase workload
1774682003.025343,8.0,63.0,273.0,Low Stress,Increase workload
1774682003.0816026,8.0,63.0,273.0,Low Stress,Increase workload
1774682003.1303952,8.0,63.0,273.0,Low Stress,Increase workload
1774682003.1845884,8.0,63.0,273.0,Low Stress,Increase workload
1774682003.2372987,10.0,63.0,273.0,Low Stress,Increase workload
1774682003.290845,10.0,63.0,273.0,Low Stress,Increase workload
1774682003.3455288,10.0,63.0,273.0,Low Stress,Increase workload
1774682003.3968577,10.0,63.0,273.0,Low Stress,Increase workload
1774682003.4517114,10.0,63.0,273.0,Low Stress,Increase workload
1774682003.5175147,10.0,63.0,273.0,Low Stress,Increase workload
1774682003.5721786,10.0,63.0,273.0,Low Stress,Increase workload
1774682003.6219904,10.0,63.0,273.0,Low Stress,Increase workload
1774682003.6706474,8.0,63.0,273.0,Low Stress,Increase workload
1774682003.7187757,8.0,63.0,273.0,Low Stress,Increase workload
1774682003.7669568,8.0,63.0,273.0,Low Stress,Increase workload
1774682003.8147202,8.0,63.0,273.0,Low Stress,Increase workload
1774682003.8634174,13.0,63.0,273.0,Low Stress,Increase workload
1774682003.916958,13.0,63.0,273.0,Low Stress,Increase workload
1774682003.9698713,13.0,63.0,273.0,Low Stress,Increase workload
1774682004.0244846,13.0,63.0,273.0,Low Stress,Increase workload
1774682004.0730317,8.0,63.0,273.0,Low Stress,Increase workload
1774682004.1207588,8.0,63.0,273.0,Low Stress,Increase workload
1774682004.1841552,8.0,63.0,273.0,Low Stress,Increase workload
1774682004.246186,10.0,63.0,273.0,Low Stress,Increase workload
1774682004.3152738,10.0,63.0,273.0,Low Stress,Increase workload
1774682004.371935,10.0,63.0,273.0,Low Stress,Increase workload
1774682004.423555,10.0,63.0,273.0,Low Stress,Increase workload
1774682004.4815826,8.0,63.0,273.0,Low Stress,Increase workload
1774682004.5512187,8.0,63.0,273.0,Low Stress,Increase workload
1774682004.6115763,8.0,63.0,273.0,Low Stress,Increase workload
1774682004.6644044,10.0,63.0,273.0,Low Stress,Increase workload
1774682004.724553,10.0,63.0,273.0,Low Stress,Increase workload
1774682004.7842102,10.0,63.0,273.0,Low Stress,Increase workload
1774682004.845236,8.0,63.0,273.0,Low Stress,Increase workload
1774682004.88752,8.0,63.0,273.0,Low Stress,Increase workload
1774682004.925649,8.0,63.0,273.0,Low Stress,Increase workload
1774682184.352364,0.0,71.0,273.0,Low Stress,Increase workload
1774682184.3941817,0.0,71.0,273.0,Low Stress,Increase workload
1774682184.4365025,0.0,71.0,273.0,Low Stress,Increase workload
1774682184.479598,0.0,71.0,273.0,Low Stress,Increase workload
1774682184.5218549,10.0,71.0,273.0,Low Stress,Increase workload
1774682184.5642767,10.0,71.0,273.0,Low Stress,Increase workload
1774682184.605708,10.0,71.0,273.0,Low Stress,Increase workload
1774682184.6485682,10.0,71.0,273.0,Low Stress,Increase workload
1774682184.6890152,10.0,71.0,273.0,Low Stress,Increase workload
1774682184.7338703,13.0,71.0,273.0,Low Stress,Increase workload
1774682184.7743232,13.0,71.0,273.0,Low Stress,Increase workload
1774682184.8142335,13.0,71.0,273.0,Low Stress,Increase workload
1774682184.8565204,13.0,71.0,273.0,Low Stress,Increase workload
1774682184.8988602,13.0,71.0,273.0,Low Stress,Increase workload
1774682184.9408326,10.0,71.0,273.0,Low Stress,Increase workload
1774682184.9836078,10.0,71.0,273.0,Low Stress,Increase workload
1774682185.0256894,10.0,71.0,273.0,Low Stress,Increase workload
1774682185.066102,10.0,71.0,273.0,Low Stress,Increase workload
1774682185.1066027,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.1471505,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.186947,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.232258,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.2728093,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.3135717,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.3540075,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.3934293,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.4358504,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.4780674,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.5210927,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.5673943,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.6058836,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.6459846,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.6853411,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.7257516,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.7654915,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.8042095,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.843896,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.886159,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.9275658,13.0,71.0,273.0,Low Stress,Increase workload
1774682185.966967,13.0,71.0,273.0,Low Stress,Increase workload
1774682186.0079465,13.0,71.0,273.0,Low Stress,Increase workload
1774682186.0473807,13.0,71.0,273.0,Low Stress,Increase workload
1774682186.0862155,13.0,71.0,273.0,Low Stress,Increase workload
1774682186.1251721,13.0,71.0,273.0,Low Stress,Increase workload
1774682186.1856978,13.0,71.0,273.0,Low Stress,Increase workload
1774682186.2579155,13.0,71.0,273.0,Low Stress,Increase workload
1774682186.3104975,8.0,71.0,273.0,Low Stress,Increase workload
1774682186.3600814,8.0,71.0,273.0,Low Stress,Increase workload
1774682186.4135356,8.0,71.0,273.0,Low Stress,Increase workload
1774682186.4662204,8.0,71.0,273.0,Low Stress,Increase workload
1774682186.515258,10.0,71.0,273.0,Low Stress,Increase workload
1774682186.5670016,10.0,71.0,273.0,Low Stress,Increase workload
1774682186.6146405,10.0,71.0,273.0,Low Stress,Increase workload
1774682186.6673472,10.0,71.0,273.0,Low Stress,Increase workload
1774682186.7154384,10.0,71.0,273.0,Low Stress,Increase workload
1774682186.7668087,10.0,71.0,273.0,Low Stress,Increase workload
1774682186.814536,10.0,71.0,273.0,Low Stress,Increase workload
1774682186.8627577,10.0,71.0,273.0,Low Stress,Increase workload
1774682186.9147463,10.0,71.0,273.0,Low Stress,Increase workload
1774682186.9691405,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.0173664,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.0656512,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.1121883,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.158734,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.2073166,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.2554276,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.3080368,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.3611581,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.4076004,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.4533322,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.499493,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.5522428,13.0,71.0,273.0,Low Stress,Increase workload
1774682187.6034467,13.0,71.0,273.0,Low Stress,Increase workload
1774682187.6631455,13.0,71.0,273.0,Low Stress,Increase workload
1774682187.7195914,8.0,71.0,273.0,Low Stress,Increase workload
1774682187.7772648,8.0,71.0,273.0,Low Stress,Increase workload
1774682187.8258178,8.0,71.0,273.0,Low Stress,Increase workload
1774682187.8847601,8.0,71.0,273.0,Low Stress,Increase workload
1774682187.944626,10.0,71.0,273.0,Low Stress,Increase workload
1774682187.9984457,10.0,71.0,273.0,Low Stress,Increase workload
1774682188.0568848,10.0,71.0,273.0,Low Stress,Increase workload
1774682188.1142313,10.0,71.0,273.0,Low Stress,Increase workload
1774682188.1697454,8.0,71.0,273.0,Low Stress,Increase workload
1774682188.2102926,8.0,71.0,273.0,Low Stress,Increase workload
1774682188.2499502,8.0,71.0,273.0,Low Stress,Increase workload
1774682188.2882001,8.0,71.0,273.0,Low Stress,Increase workload
1774682188.3261847,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.378208,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.4194028,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.4586787,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.4980972,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.5382652,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.5788665,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.618874,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.660943,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.7023015,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.7486396,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.7896502,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.8289268,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.8695056,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.911161,13.0,71.0,273.0,Low Stress,Increase workload
1774682188.9514365,11.0,71.0,273.0,Low Stress,Increase workload
